score,r_backward_movement_penalty,w_backward_movement_penalty,active_backward_movement_penalty,r_door_angle_reward,w_door_angle_reward,active_door_angle_reward,r_door_angular_movement_reward,w_door_angular_movement_reward,active_door_angular_movement_reward,r_door_close_reward,w_door_close_reward,active_door_close_reward,r_door_displacement_reward,w_door_displacement_reward,active_door_displacement_reward,r_door_movement_reward,w_door_movement_reward,active_door_movement_reward,r_door_progress_reward,w_door_progress_reward,active_door_progress_reward,r_door_rotation_reward,w_door_rotation_reward,active_door_rotation_reward,r_fingertip_to_handle_reward,w_fingertip_to_handle_reward,active_fingertip_to_handle_reward,r_hand_close_reward,w_hand_close_reward,active_hand_close_reward,r_hand_force_reward,w_hand_force_reward,active_hand_force_reward,r_hand_to_handle_reward,w_hand_to_handle_reward,active_hand_to_handle_reward,r_incremental_progress_reward,w_incremental_progress_reward,active_incremental_progress_reward,r_object_push_reward,w_object_push_reward,active_object_push_reward,r_push_reward,w_push_reward,active_push_reward,r_success_reward,w_success_reward,active_success_reward,r_task_completion_reward,w_task_completion_reward,active_task_completion_reward,env_id,seed
1.0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9946,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9932,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9414,,0,0,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9863,,0,0,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.999,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9873,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.998,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9619,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9995,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9912,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.999,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.8999,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9995,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9194,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9932,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.999,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,2.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9463,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9331,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9976,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.7803,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.998,,0,0,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9824,,0,0,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9829,,0,0,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9424,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9727,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9269,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9736,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,0.1,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.918,,0,0,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.999,,0,0,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9917,,0,0,,0,0,,0,0,,0.1,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9858,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9902,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9995,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9766,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9819,,0,0,,0,0,,0,0,,0.5,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9951,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9995,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.99819,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.1,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.976,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9966,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,2.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9912,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.999,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9971,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.8403,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9634,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.999,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9673,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9556,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9839,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.998,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9912,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.7773,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.999,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9932,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9937,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9487,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9111,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.9424,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,shadow_hand_door_close_inward,42
0.999,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,shadow_hand_door_close_inward,42
0.9795,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.5,1,,0,0,shadow_hand_door_close_inward,42
0.9961,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,shadow_hand_door_close_inward,42
0.9893,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,shadow_hand_door_close_inward,42
0.9917,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,shadow_hand_door_close_inward,42
0.9756,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,shadow_hand_door_close_inward,42
0.6187,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,shadow_hand_door_close_inward,42
0.9995,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,5.0,1,,0,0,shadow_hand_door_close_inward,42
0.9766,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,shadow_hand_door_close_inward,42
0.9985,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.5,1,,0,0,shadow_hand_door_close_inward,42
0.9878,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,shadow_hand_door_close_inward,42
0.9912,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,shadow_hand_door_close_inward,42
0.998,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,shadow_hand_door_close_inward,42
0.999,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,shadow_hand_door_close_inward,42
1.0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,5.0,1,,0,0,shadow_hand_door_close_inward,42
0.9966,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,shadow_hand_door_close_inward,42
0.9316,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.5,1,,0,0,shadow_hand_door_close_inward,42
0.6255,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,shadow_hand_door_close_inward,42
0.9932,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,1.0,1,,0,0,shadow_hand_door_close_inward,42
0.7139,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0.5,1,,0,0,shadow_hand_door_close_inward,42
0.8765,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,5.0,1,,0,0,shadow_hand_door_close_inward,42
0.9639,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,1.0,1,,0,0,shadow_hand_door_close_inward,42
0.9551,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0.5,1,,0,0,shadow_hand_door_close_inward,42
0.7266,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,5.0,1,,0,0,shadow_hand_door_close_inward,42
0.9648,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,1.0,1,,0,0,shadow_hand_door_close_inward,42
0.875,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0.5,1,,0,0,shadow_hand_door_close_inward,42
0.9629,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,5.0,1,,0,0,shadow_hand_door_close_inward,42
